sequence,item_name,item_type,major_category,archetype,slot_family,allowed_class,flavor_text,base_level,drop_min_level,drop_max_level_raw,drop_max_level_capped,prompt_item_description
137,Ridge Legwraps,Lower Armor,armor,light,lower_armor,ranger,"High wraps brace for climbs, stride sharpens.",44,34,54,54,"ridge legwraps, high wraps, tight knotwork, rugged ties, isolated item, no magic."
138,Long Leggings,Lower Armor,armor,light,lower_armor,ranger,"Long panels hide cuts but not fatigue, keep running.",48,38,58,58,"long leggings, extended thigh panels, layered fabric, travel scuffs, isolated item, no glow."
139,Storm Stridewear,Lower Armor,armor,light,lower_armor,ranger,"Rain sheds off the legs, freezing mistakes slow down.",52,42,62,62,"storm stridewear, water resistant cloth, reinforced seams, faint runic etch on clasp ring, thin contained glow, isolated item."
140,Wayfarer Trousers,Lower Armor,armor,light,lower_armor,ranger,"Patched trousers fit better and drag less, stride steadies.",56,46,66,66,"wayfarer trousers, patched cloth, tidy repairs, mixed dye tones, isolated item, no magic."
141,Hunt Leathers,Lower Armor,armor,light,lower_armor,ranger,"Leather cut for hunts keeps the knife leg ready, hesitation leaves.",60,50,70,70,"hunt leathers, dark leather pants, blood stains, smoke stained edges, isolated item, no glow."
142,Shadow Legwraps,Lower Armor,armor,light,lower_armor,ranger,"Dark wraps keep gear quiet, listening improves.",64,54,74,74,"shadow legwraps, dark wraps, low reflection finish, tight seams, isolated item, no magic."
143,Swift Leathers,Lower Armor,armor,light,lower_armor,ranger,"Dark wraps vanish under dust and keep gear quiet, hearing improves.",68,58,78,78,"swift leathers, flexible hide leggings, streamlined cut, precise seams, isolated item, no glow."
144,Highland Legwraps,Lower Armor,armor,light,lower_armor,ranger,"Light hide flexes without binding, dodging becomes breathing.",72,62,82,82,"highland legwraps, thick wraps, rugged fibers, cold weather wear, isolated item, no magic."
145,Vanguard Leggings,Lower Armor,armor,light,lower_armor,ranger,"Thick wraps cut wind on high ground, calves stay warm.",76,66,86,86,"vanguard leggings, forward cut fit, clean silhouette, faint luminous trace in seam, isolated item."
146,Swift Stridewear,Lower Armor,armor,light,lower_armor,ranger,"Forward cut fit favors motion, defiance moves easier.",80,70,90,90,"swift stridewear, agile cloth and leather mix, minimal snag profile, controlled wear, isolated item, no glow."
147,Kings Trousers,Lower Armor,armor,light,lower_armor,ranger,"Tight seams keep hesitation losing ground, keep moving.",84,74,94,94,"royal trousers, impeccable cloth, gold trimmed seams, faint contained glow stitch line, isolated item."
148,Sovereign Leathers,Lower Armor,armor,light,lower_armor,ranger,"Proud stitching makes you belong anyway, act like it.",88,78,98,98,"sovereign leathers, refined leatherwork, silver inlay channels, steady glow seams, isolated item."
149,Ascendant Legwraps,Lower Armor,armor,light,lower_armor,ranger,Perfect wraps that do not slip make each step feel chosen.,92,82,102,100,"ascendant legwraps, flawless wrap geometry, radiant sigils contained, isolated item."
150,Eternal Leggings,Lower Armor,armor,light,lower_armor,ranger,"Fabric holds shape after storms, spirit stays cleaner.",96,86,106,100,"eternal leggings, heroic legwear silhouette, bright runes in thin lines, contained radiance, isolated item."
151,Rough Shoes,Boots,armor,light,boots,ranger,"Split soles and stiff laces teach humility fast, feet suffer first.",0,0,10,10,"rough shoes, worn leather shoes, cracked soles, frayed laces, isolated item, no glow."
152,Old Boots,Boots,armor,light,boots,ranger,"Waterlogged leather and tired stitching keep walking, stopping costs more.",4,0,14,14,"old boots, softened leather boots, patched sole, travel scuffs, isolated item, no magic."
153,Thin Treads,Boots,armor,light,boots,ranger,"Light soles slip on wet stone, ankles learn fast.",8,0,18,18,"thin treads, light boots, thin soles, minimal tread pattern, isolated item, no glow."
154,Patchwork Boots,Boots,armor,light,boots,ranger,"Mismatched panels and quick repairs hold together, behave and they behave.",12,2,22,22,"patchwork boots, mismatched leather panels, stitched repairs, worn buckles, isolated item, no magic."
155,Ragged Footwraps,Boots,armor,light,boots,ranger,"Frayed wraps at the toes keep blisters smaller, barely.",16,6,26,26,"ragged footwraps, cloth wraps for feet, frayed ends, dirt stains, isolated item, no glow."
156,Trail Trailboots,Boots,armor,light,boots,ranger,Trail cut boots take mud as payment and return grip as interest.,20,10,30,30,"trail boots, mud stained leather boots, rugged tread, reinforced heel, isolated item, no magic."
157,Field Shoes,Boots,armor,light,boots,ranger,"Quick drying shoes keep prints lighter, you still leave them.",24,14,34,34,"field shoes, simple travel shoes, quick dry cloth, worn edges, isolated item, no glow."
158,Ranger Treads,Boots,armor,light,boots,ranger,"Deep tread and quiet leather make stalking feel possible, not romantic.",28,18,38,38,"ranger treads, oiled leather boots, deep tread, quiet construction, isolated item, no magic."
159,Braced Boots,Boots,armor,light,boots,ranger,"Ankle bracing holds the turn, sprints last longer.",32,22,42,42,"braced boots, ankle brace band, reinforced seams, stable sole, isolated item, no glow."
160,Steady Footwraps,Boots,armor,light,boots,ranger,"Tight knots stop the foot sliding, small mercy.",36,26,46,46,"steady footwraps, tight cloth wraps, neat knotwork, supportive band, isolated item, no magic."
161,Keen Trailboots,Boots,armor,light,boots,ranger,"Clean sole cuts grip like intent, second guessing slows.",40,30,50,50,"keen trailboots, clean sole cuts, precise stitching, controlled wear, isolated item, no glow."
162,Storm Greaves,Boots,armor,light,boots,ranger,"Hard rain beads off the guards, excuses do too.",44,34,54,54,"storm greaves, light shin plates over boots, water resistant leather, rain streaking, isolated item, no magic."
163,Wayfarer Boots,Boots,armor,light,boots,ranger,"Patched across towns in different dyes, the road stays the same.",48,38,58,58,"wayfarer boots, patched leather, tidy repairs, mixed dye tones, isolated item, no glow."
164,Hunt Trailboots,Boots,armor,light,boots,ranger,"Soles grip wet roots and bad stone, ankles learn faster.",52,42,62,62,"hunt trailboots, silent heel, reinforced toe, faint runic etch on clasp ring, thin contained glow, isolated item."
165,Shadow Footwraps,Boots,armor,light,boots,ranger,"Dark wraps quiet the step on long patrols, safety feels earned.",56,46,66,66,"shadow footwraps, dark cloth wraps, low reflection finish, tight seams, isolated item, no magic."
166,Wind Treads,Boots,armor,light,boots,ranger,"Short laces and tight fit stop tangling, haste loses excuses.",60,50,70,70,"wind treads, short laces, low flap profile, streamlined buckles, isolated item, no glow."
167,Moon Greaves,Boots,armor,light,boots,ranger,"Pale plates keep sweat from freezing, pain slows.",64,54,74,74,"moon greaves, pale shin plates, clean edges, subtle stitching, isolated item, no magic."
168,Vanguard Boots,Boots,armor,light,boots,ranger,"Forward cut at the ankle leans into motion, follow.",68,58,78,78,"vanguard boots, forward cut ankle, clean silhouette, faint luminous trace in seam, isolated item."
169,Swift Trailboots,Boots,armor,light,boots,ranger,Exact fit and proud lines make you walk like an order.,72,62,82,82,"swift trailboots, agile boots, minimal snag profile, precise seams, isolated item, no glow."
170,Kings Greaves,Boots,armor,light,boots,ranger,"Dark tread keeps steps quiet, hearts stay loud.",76,66,86,86,"royal greaves, refined shin plates, gold trimmed buckles, faint contained glow stitch line, isolated item."
171,Night Treads,Boots,armor,light,boots,ranger,"Pale wraps keep heat in, fear out, sometimes.",80,70,90,90,"night treads, dark leather boots, muted highlights, quiet tread pattern, isolated item, no magic."
172,Ghost Footwraps,Boots,armor,light,boots,ranger,"Leather holds after storms, wanting to stop changes nothing.",84,74,94,94,"ghost footwraps, pale wraps, bandage like layers, thin glowing seam inside fold, contained, isolated item."
173,Eternal Boots,Boots,armor,light,boots,ranger,"Soles cut with purpose grip without noise, belief returns.",88,78,98,98,"eternal boots, immaculate leatherwork, silver inlay channels, steady glow seams, isolated item."
174,Mythic Trailboots,Boots,armor,light,boots,ranger,"The road takes payment and you keep walking, keep walking.",92,82,102,100,"mythic trailboots, flawless sole geometry, radiant sigils contained, isolated item."
175,Dominion Greaves,Boots,armor,light,boots,ranger,"Final greaves land with certainty, no hurry, no yield.",96,86,106,100,"dominion greaves, heroic greave boots, bright runes in thin lines, contained radiance, isolated item."
