sequence,item_name,item_type,major_category,archetype,slot_family,allowed_class,flavor_text,base_level,drop_min_level,drop_max_level_raw,drop_max_level_capped,prompt_item_description
66,Wardenlight Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,"Small yellow tabs sit under the plates like signals, and you learn to hate how easy it makes you to spot.",60,50,70,70,"wardenlight mantlets (pair); wide shoulder plates with braced edge band and clean hinge points; decoration: brass rim trim, small sun-yellow cloth tabs under the plate edges, neat inlay cuts; arcane: faint warm-yellow luminous trace contained only inside the inlay grooves, no spill; steel satin polish with controlled scuffs, grime confined to joints; magic restrained; isolated item, no glow outside grooves."
67,Dreadmere Pauldrons,Pauldrons,armor,heavy,pauldrons,warrior,"One plate has a long scrape that stops clean at the joint, as if the blow slid off and went looking for an easier throat.",64,54,74,74,"dreadmere pauldrons (pair); hard-edged shoulder plates with thick edge band, roughened damp patina; dark steel with blackened accents, heavy rivets; decoration: small functional spikes on the outer rim (short and blunt), blackened rivet heads; arcane: none; controlled scuffs and grit stains; isolated item, no glow."
68,Highguard Spaulders,Pauldrons,armor,heavy,pauldrons,warrior,"Doorframes lose interest.",68,58,78,78,"highguard spaulders (pair); trimmed shoulder plates with hard-edged silhouette and clean hinge points; material: tempered steel with cool satin sheen; craftsmanship: elite disciplined build; details: precise severe engraving on the edge band, blackened rivet heads, dark leather under-cups, controlled scuffs; arcane: pale threadlines contained within the engraved grooves only, faint but active, no spill; isolated item."
69,Stormvale Pauldrons,Pauldrons,armor,heavy,pauldrons,warrior,"The shoulder plates look severe until you lift your arm and feel how carefully the hinge was taught to move.",72,62,82,82,"stormvale pauldrons (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; broad flare and severe silhouette with clean hinge points; material: storm-forged tempered steel, cool bluish-grey tone with lightning-like grain in the cheeks; details: etched channel-lines near the rim catch light as faint pale-blue filaments, glow stays trapped inside grooves and grain, no spill; collar and straps cleanly fitted, blackened rivets, dark leather under-cups; magic: subtle storm-aspected enchantment, dormant until impact; isolated item."
70,Galeiron Pauldrons,Pauldrons,armor,heavy,pauldrons,warrior,"One plate carries a shallow crescent scar that never crosses the hinge, as if the blow was guided away on purpose.",76,66,86,86,"galeiron pauldrons (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; hard-edged flare with clean hinge points and severe silhouette; material: high-quality tempered steel with cool bluish-grey tone and faint wind-chased grain lines; details: wind-knot chevron engraving with blackened inlay, blackened rivets, dark leather under-cups and straps; arcane: very thin pale-blue filament lines contained inside engraved grooves only, no spill; magic: subtle gale-aspected enchantment, dormant until impact; isolated item."
71,Silvermark Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,"Two quiet crescents, keeping their own counsel.",80,70,90,90,"silvermark mantlets (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; clean crescent silhouette with gently flared edges and precise hinge points; material: polished tempered steel with soft silver-grey sheen and refined grind lines; craftsmanship: masterful, symmetrical and exact; details: small engraved silver sigil near the rim on each pauldron, faint contained arcane glow held within a thin engraved channel line only, no spill; blackened buckles, dark leather under-cups; magic: restrained arcane enchantment bound into the sigils; isolated item."
72,Reliquary Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,Each edge is a boundary the spirit refuses to cross.,84,74,94,94,"reliquary mantlets (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; clean crescent silhouette with precise hinge points; material: polished tempered steel with soft silver-grey sheen and refined grind lines; craftsmanship: masterful, symmetrical and exact; details: engraved reliquary seal-sigil near each rim, arcane glow clearly visible as bright silver-white filaments held within thin rim-channel lines and within the sigils only, no spill/bloom beyond engraving; blackened buckles, dark leather under-cups; magic: restrained but clearly visible arcane enchantment bound into the sigils; isolated item."
73,Crestfall Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,Two fallen crests. No witness between them.,88,78,98,98,"crestfall mantlets (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; clean crescent silhouette with precise hinge points and broken-crest ridge detail; material: polished tempered steel with soft silver-grey sheen and refined grind lines; craftsmanship: masterwork, symmetrical and severe; details: engraved crestfall seal-sigils near each rim; arcane glow clearly visible as bright silver-white filaments held within thin rim-channel lines and within the sigils only, no spill/bloom beyond engraving; blackened buckles, dark leather under-cups; magic: clearly visible arcane binding contained in the sigils; isolated item."
74,Umbracant Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,Two shoulders for one defiance.,92,82,102,100,"umbracant mantlets (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; mythic crescent silhouette with precise hinge points and hard-edged ridges; material: abyss-dark tempered steel with cold silver-grey edge bands and refined grind lines; craftsmanship: peak masterwork, symmetrical and severe; details: canticle script engraving along the rims converging into sealed sigils; arcane: bright silver-white filaments seated inside the rim-channels and sigils only, clearly visible, no spill or bloom beyond engraving; blackened buckles, dark leather under-cups; magic: apex umbral binding, disciplined containment; isolated item."
75,Imperial Mantlets,Pauldrons,armor,heavy,pauldrons,warrior,Two shoulders for one throne.,96,86,106,100,"imperial mantlets (pair); shoulder plates only, no chest armor or breastplate, keep torso out of frame; elegant imperial flare with precise hinge points and fluted ridges; material: masterwork imperial steel with brilliant silver sheen and clean grind lines; craftsmanship: supreme court armory work; details: restrained laurel filigree in gold inlay along the rims, blackened buckles, dark leather under-cups; arcane: small wheel-sigil cores near each hinge emit clearly visible golden-white filaments seated inside the rim-channels only, no spill or bloom; magic: powerful imperial binding, disciplined containment; isolated item."
76,Makeshift Gauntlets,Gloves,armor,heavy,gloves,warrior,"Feeling dies first.",0,0,10,10,"makeshift gauntlets (pair); cracked dark brown leather gloves with thin knuckle plates and rough wrist cuffs; misaligned finger lames, worn stitching, dented plate edges, greasy grime; material: low-grade steel plates, matte cold grey; craftsmanship: camp-forged salvage, uneven rivets and quick strap repairs; magic: none; isolated item, no glow."
77,Worn Handguards,Gloves,armor,heavy,gloves,warrior,"Thin plates spare the hand in a crush, but seams split under a hard pull.",4,0,14,14,"worn handguards (pair); dark brown leather gloves with thin knuckle and finger plates, rough wrist cuffs; seams stressed and partly split, rivets dulled; matte grey steel with scuffs and shallow dents, grime at joints; basic issue work, no ornament; magic: none; isolated item, no glow."
78,Rainworn Mitts,Gloves,armor,heavy,gloves,warrior,"The plates pit and bite, and the fingers stick when they should bend.",8,0,18,18,"rainworn mitts (pair); thick leather gloves with blunt finger plates and heavy knuckle caps; pitting on plate edges, orange rust specks in joints, grime packed at rivets; damp-darkened leather with swollen seams; matte cold grey steel, scuffed; crude issue make; magic: none; isolated item, no glow."
79,Roadworn Grips,Gloves,armor,heavy,gloves,warrior,"The thread is clean against dirty leather, and you feel every tug when you close your hand.",12,2,22,22,"roadworn grips (pair); dark leather gloves with small knuckle caps and short finger plates; palm patch and fresh thread repairs, seams pulled tight, grime ingrained at creases; dull steel plates scuffed with edge nicks, rivets dulled; utilitarian build, no ornament; magic: none; isolated item, no glow."
80,Service Grips,Gloves,armor,heavy,gloves,warrior,"The fingers bend cleaner, and the knuckles stop biting.",16,6,26,26,"service grips (pair); dark leather gloves with small knuckle caps and short finger plates; articulated segments align better, seams tightened, rivets dulled but solid; matte cold grey steel, lightly oiled, scuffed with a few edge nicks, no active corrosion; craftsmanship: consistent issue work, minimal bulk; magic: none; isolated item, no glow."
81,Patrol Handguards,Gloves,armor,heavy,gloves,warrior,"Fingers finally obey.",20,10,30,30,"patrol handguards (pair); articulated finger plates with tidy rivets and solid wrist plates; dark leather gloves with tallow-darkened seams; restrained crimson accent: a thin cord wrap at each wrist cuff; matte steel with controlled wear, no active corrosion; utilitarian build, no ornament; magic: none; isolated item, no glow."
82,Garrison Grips,Gloves,armor,heavy,gloves,warrior,"Rivets sit where they should.",24,14,34,34,"garrison grips (pair); articulated finger plates overlap clean, tidy rivets, solid wrist plates; matte steel with controlled wear, no rust; restrained dark olive accent: muted stitching and cuff wrap; consistent garrison issue, minimal ornament; magic: none; isolated item, no glow."
83,Tower Grips,Gloves,armor,heavy,gloves,warrior,"You can tie a knot without bleeding, and that feels like progress.",28,18,38,38,"tower grips (pair); articulated finger plates overlap clean and keep grit out of joints; tidy rivets, solid wrist plate; matte steel with controlled wear, no rust; dark leather gloves with reinforced seams; utilitarian tower issue, no ornament; magic: none; isolated item, no glow."
84,Rampart Handguards,Gloves,armor,heavy,gloves,warrior,"The knuckle caps are plain and hard, built for shields, ladders, and grabbing a ledge in a hurry.",32,22,42,42,"rampart handguards (pair); thick knuckle plates and solid wrist guard, clean plate overlap; black-tinted steel (darkened, oiled) with deep scratches and controlled scuffs, grime confined to joints; dark leather gloves, reinforced seams; utilitarian build, no ornament; magic: none; isolated item, no glow."
85,Stoneguard Grips,Gloves,armor,heavy,gloves,warrior,"You can grip a rung without paying skin, the leather earns its keep.",36,26,46,46,"stoneguard grips (pair); thick handguards with clean plate overlap and solid wrist cuff, extra thick knuckle caps; stoneguard grey tint (cool slate-grey), matte steel with controlled wear, no rust; dark leather gloves with reinforced seams; grime confined to joints; no ornament; magic: none; isolated item, no glow."
86,Valenmark Gripguards,Gloves,armor,heavy,gloves,warrior,"The joints move like they were taught.",40,30,50,50,"valenmark-forged gripguards (pair); articulated finger plates with heavy knuckle ridge and solid cuff; material: tempered steel, cool grey satin polish; craftsmanship: precise plate overlap and tight rivet work; details: reinforced palm leather with grip texture, minimal grime, controlled scuffs; magic: none; isolated item, no glow."
87,Blackridge Warhands,Gloves,armor,heavy,gloves,warrior,"You stop thinking about fingers.",44,34,54,54,"blackridge warhands (pair); long cuff plates, refined hinges, clean plate overlap; black-tinted steel (darkened, oiled) with matte finish, controlled scuffs; restrained black accents: black leather cuffs and dark stitching, blackened wrist hardware; no ornament; magic: none; isolated item, no glow."
88,Cairn Fists,Gloves,armor,heavy,gloves,warrior,"The knuckles land clean.",48,38,58,58,"cairn fists (pair); layered knuckle plates, reinforced wrist, hard edge bevels; stone-grey steel tint, matte oiled finish with controlled scuffs; restrained ornament: thin cairn-chevron engraving on knuckle ridge and cuff edge, dark filled lines, no glow; dark leather glove base, reinforced seams; magic: none; isolated item, no glow."
89,Greyseal Gripguards,Gloves,armor,heavy,gloves,warrior,"The wrist bracing locks in, and the grip stops wandering.",52,42,62,62,"greyseal gripguards (pair); thick plates and locked wrist guard, clean plate overlap; cool steel with matte-oiled finish, controlled wear, grime confined to joints; cuff rim carries engraved seal lines filled with muted ink-blue inlay and restrained crimson accents, no glow; dark leather glove base, reinforced seams; magic: none; isolated item, no glow."
90,Ashenward Warhands,Gloves,armor,heavy,gloves,warrior,"Coal-dark leather, quiet plates.",56,46,66,66,"ashenward warhands (pair); heavy finger segments and solid cuff plates, refined hinges; ash-grey steel tint, matte oiled finish with soot staining, controlled scuffs; coal-dark leather glove base; restrained ornament: small ward-sigil cuts along cuff rim filled with muted ink-blue, tiny restrained crimson accents, no glow; magic: none; isolated item, no glow."
91,Wardenlight Warhands,Gloves,armor,heavy,gloves,warrior,"Bright thread, tight cuffs.",60,50,70,70,"wardenlight warhands (pair); long cuff plates with refined hinges and clean plate overlap; decoration: sun-yellow cord wrap at cuffs, brass accent pins, engraved channels; arcane: faint warm-yellow luminous trace contained only within the cuff engraving grooves, no spill; controlled wear, grime minimal; magic restrained; isolated item, no glow outside grooves."
92,Dreadmere Warhands,Gloves,armor,heavy,gloves,warrior,"The knuckles are scarred and dull, and the fingers close without complaint.",64,54,74,74,"dreadmere warhands (pair); reliable articulation with scarred knuckle plates and hard-edged cuffs; dark steel with blackened accents, damp staining, polished contact edges kept narrow; decoration: tiny blunt studs on the cuff rim, no ornate filigree; arcane: faint contained glow line only inside a thin cuff groove, no spill; grime minimal; isolated item, no glow outside grooves."
93,Highguard Handguards,Gloves,armor,heavy,gloves,warrior,"Grip becomes law.",68,58,78,78,"highguard handguards (pair); severe knuckle ridges and locked wrist guard, clean plate overlap; material: tempered steel with cool satin sheen, blackened hardware; details: precise channel engraving along cuff rim, dark leather glove base, controlled wear; arcane: pale threadlines inside cuff grooves, faint and contained, no spill; isolated item."
94,Stormvale Gripguards,Gloves,armor,heavy,gloves,warrior,"A storm mark sits near the cuff seam, not bright, just present, like a promise that does not need words.",72,62,82,82,"stormvale gripguards (pair); massive finger plates with reinforced joints and a solid wrist lock; material: storm-forged tempered steel, cool bluish-grey satin sheen with lightning-like grain lines; details: precise channel-etching along cuff rim with faint pale-blue filaments trapped inside grooves only, no spill; small storm mark near cuff seam, blackened hardware, dark leather gloves, controlled dents and scuffs; magic: subtle storm-aspected ward, dormant until impact; isolated item."
95,Galeiron Warhands,Gloves,armor,heavy,gloves,warrior,Fingers close clean.,76,66,86,86,"galeiron warhands (pair); hard-edged plate gauntlets with reinforced knuckles and locked wrist bracers; material: high-quality tempered steel with cool bluish-grey satin sheen and faint wind-chased grain; details: wind-knot chevron engraving on cuff plates with blackened inlay, blackened studs, dark leather gloves, controlled scuffs; arcane: very thin pale-blue filament lines contained inside engraved grooves only, no spill; magic: subtle gale-aspected ward, dormant until impact; isolated item."
96,Silvermark Handguards,Gloves,armor,heavy,gloves,warrior,"The palms are clean, even when the story is not.",80,70,90,90,"silvermark handguards (pair); refined plate gauntlets with elegant finger plates and disciplined cuff geometry; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterful, tight tolerances; details: small engraved silver sigil on the cuff plate, faint contained arcane glow threads along a single seam-engraving and stays trapped inside the engraving only, no spill; dark leather gloves, minimal blackened studs; magic: restrained arcane enchantment bound into the sigil; isolated item."
97,Reliquary Handguards,Gloves,armor,heavy,gloves,warrior,The palms ask for no witness.,84,74,94,94,"reliquary handguards (pair); refined plate gauntlets with elegant finger plates and disciplined cuff geometry; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterwork tolerances, quiet symmetry; details: engraved reliquary seal-sigil on each cuff, arcane glow clearly visible as bright silver-white filaments contained strictly within the sigil and a single seam-channel line only, no spill or bloom; dark leather gloves, minimal blackened studs; magic: restrained but clearly visible arcane binding bound into the sigils; isolated item."
98,Crestfall Gauntlets,Gloves,armor,heavy,gloves,warrior,It makes every gesture feel like an oath being renewed.,88,78,98,98,"crestfall gauntlets (pair); refined plate gauntlets with disciplined cuff geometry and clean finger plates; material: polished tempered steel with soft silver-grey sheen and precise grind lines; craftsmanship: masterwork tolerances, quiet symmetry; details: engraved crestfall seal-sigil on each cuff; arcane glow clearly visible as bright silver-white filaments contained strictly within the sigil and a single seam-channel line only, no spill or bloom; dark leather gloves, minimal blackened studs; magic: clearly visible arcane binding bound into the sigils; isolated item."
99,Umbracant Gauntlets,Gloves,armor,heavy,gloves,warrior,These hands do not ask.,92,82,102,100,"umbracant gauntlets (pair); mythic plate gauntlets with precise finger plates and severe cuff geometry; material: abyss-dark tempered steel with cold silver-grey edge bands and clean grind lines; craftsmanship: peak masterwork articulation and symmetry; details: sealed sigil on each cuff linked by one seam-channel of canticle script; arcane: bright silver-white filaments sit inside the sigil and the single seam-channel only, clearly visible and contained, no spill/bloom; dark leather gloves, minimal blackened studs; magic: apex umbral ward-song bound into the cuffs, contained; isolated item."
100,Imperial Gauntlets,Gloves,armor,heavy,gloves,warrior,"The filigree shines where the wrist turns, and the Empire's light answers only in strict lines.",96,86,106,100,"imperial gauntlets (pair); immaculate plate gauntlets with refined finger plates and severe cuff geometry; material: masterwork imperial steel with brilliant silver sheen and precise grind lines; craftsmanship: supreme articulation and symmetry; details: arcane filigree engraved into the cuffs with restrained gold inlay; wheel-sigil cores set at each wrist; arcane: clearly visible golden-white filaments run within the cuff engraving and a single seam-channel only, no spill or bloom beyond engraving; dark leather gloves, minimal blackened studs; magic: powerful court enchantment bound into the wrist sigils, contained; isolated item."
101,Makeshift Belt,Belt,armor,heavy,belt,warrior,"Stretched holes sag under weight, and the strap smells of grease.",0,0,10,10,"makeshift combat belt; thick dark brown leather strap with bent iron buckle and rough riveted keeper plates; stretched holes, frayed edges, grime in creases; material: dull iron hardware, matte grey; craftsmanship: camp-forged salvage, mismatched rivets and patched strap segments; magic: none; isolated item, no glow."
102,Worn Belt,Belt,armor,heavy,belt,warrior,"Grease-dark leather stretches under weight, and the kit swings until you pack lighter.",4,0,14,14,"worn combat belt; grease-dark leather strap, stretched holes, cracked edges; dull iron buckle with scraped face, riveted keeper plates and sagging loops; matte hardware with grime in corners; utilitarian issue gear; magic: none; isolated item, no glow."
103,Rainworn Cinch,Belt,armor,heavy,belt,warrior,"The buckle tastes of iron.",8,0,18,18,"rainworn cinch belt; dark leather strap with water-darkened creases, stretched holes, frayed edges; pitted iron buckle and riveted studs with orange rust halos, grime in corners; matte cold grey hardware, scuffed; utilitarian issue gear; magic: none; isolated item, no glow."
104,Roadworn Girdle,Belt,armor,heavy,belt,warrior,"The holes were re-punched.",12,2,22,22,"roadworn girdle; thick leather belt strap with a joined patch section, repunched holes, cracked edges, grease-dark creases; plain iron buckle and riveted keeper plates with scuffs and grime in corners; minimal hardware, workmanlike repairs, no ornament; magic: none; isolated item, no glow."
105,Service Cinch,Belt,armor,heavy,belt,warrior,"The buckle obeys.",16,6,26,26,"service cinch belt; thick dark leather strap with straighter edge cut, firm holes, and tightened keeper loops; plain iron buckle and small riveted plates with scuffed face, grime only in corners; matte cold grey hardware, lightly oiled; craftsmanship: consistent armory issue gear, no ornament; magic: none; isolated item, no glow."
106,Patrol Warbelt,Belt,armor,heavy,belt,warrior,"The buckle stays shut.",20,10,30,30,"patrol warbelt; wide bracing belt with a simple front plate segment and strong buckle geometry; thick dark leather, minimal loops, reinforced keeper; restrained crimson accent: a small dyed keeper strap segment near the buckle; matte steel hardware with scuffs, grime only in corners; craftsmanship: consistent issue gear; magic: none; isolated item, no glow."
107,Garrison Warbelt,Belt,armor,heavy,belt,warrior,"The buckle tongue seats with a hard click, and the sound becomes a small comfort.",24,14,34,34,"garrison warbelt; wide bracing belt with layered hip plates and strong buckle geometry; matte steel hardware with crisp edges and controlled scuffs, grime minimal; restrained dark olive accent: muted strap keepers and inner belt lining; consistent garrison issue build, no ornament; magic: none; isolated item, no glow."
108,Tower Waistguard,Belt,armor,heavy,belt,warrior,"The buckle stops drifting under load, and pouches quit slapping your thigh.",28,18,38,38,"tower waistguard; wide bracing belt with a simple front plate and strong keeper system; buckle and strap geometry tuned to prevent drift; matte steel hardware with crisp edges and controlled scuffs, grime minimal; thick dark leather with reinforced stitching; utilitarian tower issue, no ornament; magic: none; isolated item, no glow."
109,Rampart Warbelt,Belt,armor,heavy,belt,warrior,"It pulls tight and stays there.",32,22,42,42,"rampart warbelt; thick dark leather strap with strong keeper system and riveted studs; broad buckle geometry in black-tinted iron (darkened, oiled), matte with scuffed face; grime minimal, edges nicked; utilitarian issue gear, no ornament; magic: none; isolated item, no glow."
110,Stoneguard Girdle,Belt,armor,heavy,belt,warrior,"The keeper is stitched twice over, someone expected you to carry too much.",36,26,46,46,"stoneguard girdle; wide bracing belt with a thick front plate segment and strong buckle geometry; stoneguard grey tint (cool slate-grey) on matte oiled hardware, blunt-edged plate; thick dark leather strap with double-stitched keeper, precise holes, controlled scuffs; no ornament; magic: none; isolated item, no glow."
111,Valenmark Waistguard,Belt,armor,heavy,belt,warrior,"Holes are spaced like a rule, and the keeper holds without chewing the leather.",40,30,50,50,"valenmark-forged waistguard; wide belt with reinforced front plate and double strap system; material: tempered steel hardware with cool grey satin polish; craftsmanship: precise hole spacing and clean stitching; details: crisp buckle geometry, controlled wear, grime minimal; magic: none; isolated item, no glow."
112,Blackridge Waistguard,Belt,armor,heavy,belt,warrior,"The strap closes with one pull, and you realize how much time bad gear steals.",44,34,54,54,"blackridge waistguard; overlapping plate segments with thick rivets and strong buckle geometry; black-tinted steel (darkened, oiled) matte finish with crisp facets; restrained black accents: dark leather strap and keeper, blackened studs; controlled scuffs and edge nicks, grime minimal; magic: none; isolated item, no glow."
113,Cairn Warbelt,Belt,armor,heavy,belt,warrior,"The buckle sits flat.",48,38,58,58,"cairn warbelt; cold stone-grey plate segments and heavy buckle, blunt edge bevels; matte oiled finish with controlled scratches, rivets thick and disciplined; restrained ornament: narrow cairn band engraved across the buckle face and plate borders, dark inlay fill, no glow; thick dark leather strap; magic: none; isolated item, no glow."
114,Greyseal Platebelt,Belt,armor,heavy,belt,warrior,"A narrow groove crosses the buckle face like a signature, the kind that never needs ink.",52,42,62,62,"greyseal platebelt; plate-segment belt with neat inlay channels and a broad buckle face; cool steel with matte-oiled finish, crisp facets, controlled scuffs; engraved seal groove across buckle filled with muted ink-blue inlay and a thin restrained crimson accent line, no glow; dark leather strap and keeper, hardware blackened slightly; magic: none; isolated item, no glow."
115,Ashenward Platebelt,Belt,armor,heavy,belt,warrior,"The clasp shuts like a lock.",56,46,66,66,"ashenward platebelt; hardened leather belt with plated front and rugged loops; ash-grey steel tint on buckle and plates, matte oiled finish with soot in creases; restrained ornament: narrow ward-sigil groove across buckle face with muted ink-blue fill and tiny restrained crimson accents, no glow; controlled wear, grime minimal; magic: none; isolated item, no glow."
116,Wardenlight Platebelt,Belt,armor,heavy,belt,warrior,"The buckle shines.",60,50,70,70,"wardenlight platebelt; wide bracing belt with tidy buckle and clean strap edges; decoration: bright brass buckle face, gilt studs, sun-yellow lacquer line in an engraved band; arcane: faint warm-yellow luminous trace contained only inside the engraved band, no spill; controlled scuffs, grime minimal; magic restrained; isolated item, no glow outside grooves."
117,Dreadmere Waistguard,Belt,armor,heavy,belt,warrior,"It closes like a shackle.",64,54,74,74,"dreadmere waistguard; broad hip plates and reinforced joints, hard-edged plate geometry; dark steel with blackened accents, damp-dark sheen; decoration: blackened studs and a few short blunt spikes on the front plate corners (subtle), buckle face squared; arcane: none; controlled wear, grime in corners; isolated item, no glow."
118,Highguard Warbelt,Belt,armor,heavy,belt,warrior,"The plate sits flat at the middle, and the kit rides like it knows its place.",68,58,78,78,"highguard warbelt; plated waistguard with strong buckle geometry, crisp edges, blackened studs, dark leather strap; material: tempered steel with cool satin sheen; details: severe engraved band across buckle face and plate borders; arcane: pale threadlines contained within the engraved groove only, faint but active, no spill; controlled wear; isolated item."
119,Stormvale Platebelt,Belt,armor,heavy,belt,warrior,"The buckle never drifts.",72,62,82,82,"stormvale platebelt; thick plate segments and a massive buckle with crisp geometry; material: storm-forged tempered steel, cool bluish-grey satin sheen with lightning-like grain; details: etched channel-lines across buckle face and plate borders holding faint pale-blue filaments trapped inside grooves only, no spill; blackened studs, dark leather strap, controlled wear; magic: subtle storm-aspected ward-channeling, dormant until impact; isolated item."
120,Galeiron Girdle,Belt,armor,heavy,belt,warrior,"The plate sits flat at the middle, and the kit rides quieter.",76,66,86,86,"galeiron girdle; hard-edged segmented platebelt with a rigid buckle and disciplined geometry; material: high-quality tempered steel with cool bluish-grey satin sheen and faint wind-chased grain; details: wind-knot chevron engraving across buckle face with blackened inlay, blackened studs, dark leather strap; arcane: very thin pale-blue filament lines contained inside engraved grooves only, no spill; magic: subtle gale-aspected ward-channeling, dormant until impact; isolated item."
121,Silvermark Girdle,Belt,armor,heavy,belt,warrior,"The clasp bears a sign meant for judges you will never meet.",80,70,90,90,"silvermark girdle; refined platebelt with a clean buckle face and restrained plate segments; material: polished tempered steel with soft silver-grey sheen and crisp symmetrical lines; craftsmanship: masterful, precise hardware fit; details: small engraved silver sigil centered on the buckle, faint contained arcane glow held within a thin engraved border channel only, no spill; dark leather strap, minimal blackened fasteners; magic: restrained arcane enchantment bound into the sigil; isolated item."
122,Reliquary Claspbelt,Belt,armor,heavy,belt,warrior,"It binds without cruelty, like a rule you choose to keep.",84,74,94,94,"reliquary claspbelt; refined platebelt with a clean, centered clasp and restrained plate segments; material: polished tempered steel with soft silver-grey sheen and crisp symmetrical lines; craftsmanship: masterful, precise hardware fit; details: engraved reliquary seal-sigil centered on the clasp, arcane glow clearly visible as bright silver-white filaments held within a thin border-channel and within the sigil only, no spill/bloom beyond engraving; dark leather strap, minimal blackened fasteners; magic: restrained but clearly visible arcane enchantment bound into the clasp sigil; isolated item."
123,Crestfall Cincture,Belt,armor,heavy,belt,warrior,A center point for scattered intentions.,88,78,98,98,"crestfall cincture; refined platebelt with a clean, centered clasp and restrained plate segments; material: polished tempered steel with soft silver-grey sheen and crisp symmetrical lines; craftsmanship: masterful, precise hardware fit; details: engraved crestfall seal-sigil centered on the clasp; arcane glow clearly visible as bright silver-white filaments held within a thin border-channel and within the sigil only, no spill/bloom beyond engraving; dark leather strap, minimal blackened fasteners; magic: clearly visible arcane enchantment bound into the clasp sigil; isolated item."
124,Umbracant Claspbelt,Belt,armor,heavy,belt,warrior,The sigil at the center glows like a verdict and it closes the world down to one choice.,92,82,102,100,"umbracant claspbelt; mythic platebelt with a centered clasp and strict geometry; material: abyss-dark tempered steel with cold silver-grey edge bands and crisp bevels; craftsmanship: peak masterwork hardware fit; details: sealed sigil centered on the clasp with a thin border-channel of canticle script; arcane: bright silver-white filaments held within the sigil and border-channel only, clearly visible, no spill/bloom beyond engraving; dark leather strap, minimal blackened fasteners; magic: apex umbral binding anchored to clasp sigil, contained; isolated item."
125,Imperial Waistguard,Belt,armor,heavy,belt,warrior,A clasp over every excuse.,96,86,106,100,"imperial waistguard; imperial platebelt with strong buckle geometry and restrained plate segments, strict symmetry; material: masterwork imperial steel with brilliant silver sheen and crisp bevels; craftsmanship: supreme hardware fit; details: laurel filigree in gold inlay on the buckle face; wheel-sigil core set in the buckle; arcane: clearly visible golden-white filaments held within a thin engraved border-channel and the sigil only, no spill/bloom; dark leather strap, blackened fasteners; magic: powerful imperial binding anchored to buckle sigil, contained; isolated item."
126,Makeshift Greaves,Lower Armor,armor,heavy,lower_armor,warrior,"The knees fight you.",0,0,10,10,"makeshift greaves; simple shin plates with small thigh tassets on leather straps; loose ties, dented edges, knee joint stiff with grime; material: low-grade steel, matte cold grey; craftsmanship: camp-forged salvage, uneven plate fit and rough repairs; magic: none; isolated item, no glow."
127,Worn Legguards,Lower Armor,armor,heavy,lower_armor,warrior,"The joint grinds, and straps bite when you kneel.",4,0,14,14,"worn legguards; padded trousers with simple shin plates and a crude knee joint; straps bite and leave creases, hardware dulled; matte cold grey steel with scuffs, small dents, grime in the knee hinge; dark brown leather ties; basic issue construction; magic: none; isolated item, no glow."
128,Rainworn Shinguards,Lower Armor,armor,heavy,lower_armor,warrior,"The plates pit and grind, and the straps go stiff when they dry.",8,0,18,18,"rainworn shinguards; simple shin plates with a crude knee joint and leather ties; pitted surfaces, rust freckles at edges, water streak grime; straps stiffened and cracked where they dry, hardware dulled; matte cold grey steel with scuffs and dents; issue construction; magic: none; isolated item, no glow."
129,Roadworn Legplates,Lower Armor,armor,heavy,lower_armor,warrior,"The straps were replaced, and the plates still grind.",12,2,22,22,"roadworn legplates; simple shin plates on leather wraps with a crude knee joint; replaced straps and ties, stiffened leather where it dries, hardware dulled; dull steel plates scuffed with shallow dents and grime in the hinge; practical travel wear, no ornament; magic: none; isolated item, no glow."
130,Service Legplates,Lower Armor,armor,heavy,lower_armor,warrior,"The hinge scrapes less, and the straps stop pinching.",16,6,26,26,"service legplates; simple shin plates with a tidier knee joint and better-aligned strap points; leather ties replaced, buckles seated, hardware dulled but solid; matte cold grey steel with even scuffs and small dents, grime kept to hinge corners; craftsmanship: consistent issue make, no ornament; magic: none; isolated item, no glow."
131,Patrol Tassets,Lower Armor,armor,heavy,lower_armor,warrior,"The plates slap less.",20,10,30,30,"patrol tassets; hanging thigh plates on wide belt attachments, mobility gaps visible; heavy rivets and sturdy hangers; matte steel with impact nicks and controlled scuffs; dark leather hangers, oiled; restrained crimson accent: thin binding strip on the hanger tabs; magic: none; isolated item, no glow."
