sequence,item_name,item_type,major_category,archetype,slot_family,allowed_class,flavor_text,base_level,drop_min_level,drop_max_level_raw,drop_max_level_capped,prompt_item_description
134,Bound Trousers,Lower Armor,armor,robe,lower_armor,mage,"Hip ties hold firm through long sitting, the drape stays disciplined.",32,22,42,42,"bound trousers, corded hip ties, close fit, sturdy seams, isolated item, no glow."
135,Steady Hem,Lower Armor,armor,robe,lower_armor,mage,"Clean hem with strong stitching refuses to fray, pride returns by inches.",36,26,46,46,"steady hem garment, clean hemwork, strong stitching, disciplined silhouette, isolated item, no magic."
136,Scribed Legwraps,Lower Armor,armor,robe,lower_armor,mage,"Ink marks on the wraps warn of habits, calves stop chafing.",40,30,50,50,"scribed legwraps, ink marked wraps, reinforced ends, neat lines, isolated item, no glow."
137,Oracle Trousers,Lower Armor,armor,robe,lower_armor,mage,"Careful pleats fall perfectly and stay that way, walk slower and think longer.",44,34,54,54,"oracle trousers, careful pleats, clean folds, sturdy drape, isolated item, no magic."
138,Night Skirt,Lower Armor,armor,robe,lower_armor,mage,"Dark cloth takes stains without complaint. You still remember every one.",48,38,58,58,"night skirt, dark cloth layers, low reflection finish, dust stains, isolated item, no glow."
139,Star Trousers,Lower Armor,armor,robe,lower_armor,mage,A cut that keeps knees free makes long sitting less of a defeat.,52,42,62,62,"star trousers, bright thread accents, faint runic etch on clasp ring, thin contained glow, isolated item."
140,Sigiled Hem,Lower Armor,armor,robe,lower_armor,mage,"Raised stitching at the hem holds shape, steps measure themselves.",56,46,66,66,"shaped hem, raised stitching patterns, faint luminous trace in seam, isolated item."
141,Aether Legwraps,Lower Armor,armor,robe,lower_armor,mage,"Wraps climbing the shin brace the leg, long hours carve less.",60,50,70,70,"aether legwraps, wraps up shin, refined knotwork, thin contained glow line, restrained, isolated item."
142,Oracle Raiment,Lower Armor,armor,robe,lower_armor,mage,"Clean lines and quiet folds end snagging, measured feels natural.",64,54,74,74,"oracle raiment lower garment, clean lines, refined drape, isolated item, no magic."
143,Cathedral Skirt,Lower Armor,armor,robe,lower_armor,mage,"Heavy drape swings with measured weight, the hem never catches. Pride walks easier when the cut is true.",68,58,78,78,"cathedral skirt, heavy drape cloth, ornate hemwork, faint luminous trace, isolated item."
144,Stormsigil Raiment,Lower Armor,armor,robe,lower_armor,mage,"Chapel weight in the drape slows the stride, surer becomes possible.",72,62,82,82,"storm raiment lower garment, reinforced layers, wind resistant cloth, blue white glow lines contained, isolated item."
145,Blackstar Hem,Lower Armor,armor,robe,lower_armor,mage,"Reinforced layers cut wind on high stairs, minds race less.",76,66,86,86,"black hem garment, severe cut, dark fabric, thin glowing seam line, contained, isolated item."
146,Dread Legwraps,Lower Armor,armor,robe,lower_armor,mage,"Severe hem and dark cloth make mercy look distant, work stays close.",80,70,90,90,"dread legwraps, layered dark wraps, runic lattice faintly glowing, isolated item."
147,Highrite Trousers,Lower Armor,armor,robe,lower_armor,mage,"Heavy wraps guard the leg, advance feels possible.",84,74,94,94,"highrite trousers, clean bright cloth, silver inlay thread, steady glow seams, isolated item."
148,Sovereign Skirt,Lower Armor,armor,robe,lower_armor,mage,"Clean trousers with ceremonial care keep their shape, sit straighter.",88,78,98,98,"sovereign skirt, heroic lower garment silhouette, gold trim, bright runes in thin lines, contained radiance, isolated item."
149,Ascendant Trousers,Lower Armor,armor,robe,lower_armor,mage,Flawless cut and exact folds make the wearer feel equal to the work.,92,82,102,100,"ascendant trousers, ornate textile, radiant sigils contained, isolated item."
150,Eternal Hem,Lower Armor,armor,robe,lower_armor,mage,"A hem that refuses wear keeps ash off and courage in, endure.",96,86,106,100,"eternal hem garment, immaculate cloth, bright runes and sigils, contained radiance, isolated item."
151,Rough Sandals,Boots,armor,robe,boots,mage,"Coarse strapped sandals keep stones from owning the foot, pain still keeps its vote.",0,0,10,10,"rough sandals, coarse leather straps, thin sole, travel grime, isolated item, no glow."
152,Thin Shoes,Boots,armor,robe,boots,mage,"Light shoes on wet floors slip less than bare skin, toes stay warm enough to write.",4,0,14,14,"thin shoes, light cloth shoes, minimal sole, frayed laces, isolated item, no magic."
153,Old Slippers,Boots,armor,robe,boots,mage,"Softened slippers with tired soles quiet the hall, quiet helps.",8,0,18,18,"old slippers, softened cloth slippers, worn sole, dust stains, isolated item, no glow."
154,Patchwork Shoes,Boots,armor,robe,boots,mage,"Mismatched shoes with quick repairs squeak once and then behave, learn from them.",12,2,22,22,"patchwork shoes, mismatched cloth panels, stitched repairs, worn buckles, isolated item, no magic."
155,Frayed Boots,Boots,armor,robe,boots,mage,"Thin leather at the ankle keeps scraping down, stairs take less.",16,6,26,26,"frayed boots, thin leather boots, split seams, worn toe cap, isolated item, no glow."
156,Warded Slippers,Boots,armor,robe,boots,mage,"Better sole on soft footwear grips slick tile, pride stays upright.",20,10,30,30,"warded slippers, better sole, reinforced edges, clean silhouette, isolated item, no magic."
157,Bound Treads,Boots,armor,robe,boots,mage,"Bound straps and tight ties keep cloth from dragging, flame finds less to take.",24,14,34,34,"bound treads, strapped footwear, tight ties, sturdy sole, isolated item, no glow."
158,Steady Shoes,Boots,armor,robe,boots,mage,"Steady heel and stubborn laces stop the stride from wandering, attention returns.",28,18,38,38,"steady shoes, better construction, neat laces, controlled wear, isolated item, no magic."
159,Scribed Sandals,Boots,armor,robe,boots,mage,"Ink stains on the straps show carelessness, slipping becomes rarer.",32,22,42,42,"scribed sandals, ink stained straps, layered leather, neat knots, isolated item, no glow."
160,Focused Boots,Boots,armor,robe,boots,mage,"Close cut ankle boots avoid snagging in narrow aisles, haste loses excuses.",36,26,46,46,"focused boots, close cut ankle boots, minimal snag profile, clean seams, isolated item, no magic."
161,Circle Slippers,Boots,armor,robe,boots,mage,"A simple ring clasp stays shut through long pacing, steps stay quiet.",40,30,50,50,"circle slippers, ring clasp, soft cloth, quiet sole, isolated item, no glow."
162,Ashen Treads,Boots,armor,robe,boots,mage,"Gray tread carries ash from room to room, no glory in it.",44,34,54,54,"ashen treads, gray sole, ash dusting, rugged straps, isolated item, no magic."
163,Sigiled Boots,Boots,armor,robe,boots,mage,"Raised stitching along the edge holds form, measured steps return.",48,38,58,58,"shaped boots, raised stitching patterns, faint runic etch on clasp ring, thin contained glow, isolated item."
164,Aether Slippers,Boots,armor,robe,boots,mage,"A better sole grips slick tile, pride stays upright.",52,42,62,62,"aether slippers, fine weave cloth, refined edges, faint luminous trace in seam, isolated item."
165,Star Shoes,Boots,armor,robe,boots,mage,"Straps sit right and stay right, steps keep quiet.",56,46,66,66,"star shoes, bright thread accents, clean silhouette, isolated item, no glow."
166,Hex Sandals,Boots,armor,robe,boots,mage,"Dark sandals show less skin, decisiveness looks neat.",60,50,70,70,"dark sandals, sharp cut straps, matte finish, low reflection, isolated item, no magic."
167,Ritual Treads,Boots,armor,robe,boots,mage,"Treads kept clean make dirt feel like failure, do the work.",64,54,74,74,"ritual treads, clean straps, wax stains, careful folds, isolated item, no glow."
168,Blackstar Boots,Boots,armor,robe,boots,mage,"Dark boots hold the ankle firm, retreat looks dishonest.",68,58,78,78,"black boots, severe cut, dark leather, thin glowing seam line, contained, isolated item."
169,Dread Slippers,Boots,armor,robe,boots,mage,"Light weight and heavy mood share the same sole, step anyway.",72,62,82,82,"dread slippers, dark footwear, runic lattice faintly glowing, isolated item."
170,Highrite Treads,Boots,armor,robe,boots,mage,"Clean treads do not slip, walk like observed.",76,66,86,86,"highrite treads, clean bright straps, silver inlay thread, steady glow seams, isolated item."
171,Astral Sandals,Boots,armor,robe,boots,mage,"Straps cut for long stone floors keep cramping down, hours pass.",80,70,90,90,"astral sandals, refined strap geometry, careful knots, faint luminous traces, isolated item."
172,Nocturne Shoes,Boots,armor,robe,boots,mage,"Late corridor shoes keep the sole quiet, houses stay asleep.",84,74,94,94,"nocturne shoes, deep dye shoes, thin contained glow line, restrained, isolated item."
173,Eternal Boots,Boots,armor,robe,boots,mage,"Boots that refuse to wear thin keep the ankle safe, standing continues.",88,78,98,98,"eternal boots, immaculate construction, bright runes in thin lines, contained radiance, isolated item."
174,Mythic Slippers,Boots,armor,robe,boots,mage,"Slippers that fit too well make wandering look chosen, do not believe them.",92,82,102,100,"mythic slippers, flawless footwear geometry, radiant sigils contained, isolated item."
175,Dominion Treads,Boots,armor,robe,boots,mage,"Final tread lands like judgment, no hurry, no yield.",96,86,106,100,"dominion treads, heroic footwear pair, bright runes and sigils, contained radiance, isolated item."
